,DLSs01,DLSs02,DLSs03,DPSs202001,DPSs202002,DPSs202003,HLs202001,HLs202002,HLs202003,SLTs202001,SLTs202002,SLTs202003,SLs01,SLs02,SLs03,XSs202001,XSs202002,XsSs202003
otu14616,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu14617,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu14618,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
otu1462,11,11,24,2,7,12,1,1,4,10,4,0,5,5,15,2,2,0
otu14620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
otu14625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu14626,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu14627,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0
otu14628,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1463,0,0,0,2,10,7,0,0,0,0,0,0,0,0,0,0,0,0
otu14630,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0
otu14632,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
otu14634,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0
otu14637,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
otu14638,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu1464,0,0,0,3,0,0,0,25,8,0,1,3,0,0,1,3,0,2
otu14647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu14649,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14652,1,0,2,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0
otu14653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
otu14660,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,2
otu14662,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
otu14664,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1467,1,3,12,0,0,0,1,0,5,4,1,1,2,11,8,1,0,0
otu14670,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu14672,0,0,0,0,0,1,9,0,8,1,1,2,11,0,4,0,3,1
otu14673,3,0,4,1,0,0,1,0,0,0,0,0,3,12,0,0,0,0
otu14675,6,11,14,16,11,7,2,0,0,3,11,10,3,11,8,12,5,12
otu14678,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14679,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
otu1468,6,0,0,7,15,25,7,5,2,10,14,6,8,3,2,1,1,8
otu14680,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu14682,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu14683,0,0,2,0,0,1,0,2,0,2,0,0,0,0,0,1,3,4
otu14687,2,2,1,0,2,0,9,2,4,3,4,4,8,1,1,6,0,2
otu14688,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
otu1469,2,0,1,0,6,1,0,9,7,0,0,0,1,1,4,5,5,3
otu14690,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0
otu14692,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
otu14694,0,1,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0
otu14695,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14697,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
otu14698,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
otu14699,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
otu1470,0,0,9,22,17,12,1,2,0,22,3,3,0,0,0,9,2,5
otu14700,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
otu14701,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
otu14702,0,0,0,0,0,0,1,0,14,1,0,0,0,0,0,0,0,0
otu14703,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu14704,0,0,0,1,0,0,3,0,0,0,8,1,0,0,0,1,2,0
otu14706,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu14707,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu14708,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,1
otu14709,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0
otu1471,56,66,80,0,4,4,22,28,3,2,6,6,6,2,3,14,7,29
otu14710,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14712,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0
otu14713,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0
otu14714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
otu14715,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0
otu14716,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0
otu14717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
otu14718,0,0,0,0,0,1,0,5,0,0,4,0,0,0,0,4,1,2
otu14719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu1472,656,0,12,0,0,0,0,0,0,0,1,7,12,1,11,2,2,2
otu14720,0,0,0,4,1,1,1,0,1,5,4,0,0,0,0,1,1,0
otu14721,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
otu14722,1,0,1,0,0,0,4,6,1,1,8,4,0,0,2,3,7,7
otu14723,0,0,0,0,0,0,1,0,0,0,2,6,0,0,0,1,1,1
otu14724,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14725,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2,1,1
otu14726,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu14727,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2
otu14728,0,0,0,1,0,0,0,0,1,0,2,5,0,0,1,1,0,2
otu14729,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
otu1473,30,201,168,1,0,1,0,0,0,0,0,0,6,1,5,0,0,1
otu14730,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
otu14732,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu14733,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
otu14734,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0
otu14735,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0
otu14737,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,1,0,0
otu14738,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1
otu14739,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
otu14740,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
otu14741,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
otu14742,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,1
otu14743,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
otu14744,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0
otu14745,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu14747,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14748,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu14749,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0
otu1475,0,0,0,3,0,0,0,1,3,0,8,6,0,0,0,10,0,1
otu14750,0,0,0,0,0,0,5,1,0,0,14,0,0,0,0,3,3,2
otu14751,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu14752,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,1
otu14754,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu14755,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
otu14756,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
otu14757,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu1476,0,0,0,21,28,43,39,12,0,3,38,26,2,0,3,95,91,169
otu14761,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
otu14762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu14763,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1
otu14764,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0
otu14765,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu1477,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu14770,4,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0
otu14774,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
otu1478,0,0,1,1,2,0,1,6,1,0,2,0,0,2,2,0,5,3
otu14780,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu14781,2,0,1,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0
otu14782,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu14784,0,0,0,1,0,0,3,0,0,0,1,1,0,0,0,3,0,0
otu14788,0,0,0,0,0,0,1,0,0,0,2,5,0,0,0,0,2,0
otu14789,0,0,0,0,0,0,12,0,5,4,0,0,0,0,0,2,1,0
otu1479,51,2,54,0,0,0,0,0,0,0,1,0,63,13,117,0,0,0
otu14790,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,2
otu14791,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1
otu14792,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,4,0,4
otu14793,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0
otu14794,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1
otu14795,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,2,3
otu14796,0,0,0,0,2,0,2,1,14,2,1,0,0,2,0,0,1,0
otu14797,0,1,0,0,0,1,17,4,5,2,1,0,0,0,1,0,4,6
otu14798,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0
otu14799,1,0,1,0,2,2,3,4,1,0,0,1,6,0,1,0,2,1
otu148,33,14,11,186,55,182,251,110,13,77,256,154,23,55,141,1670,272,1307
otu1480,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
otu14800,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,2
otu14801,0,0,0,0,0,0,9,0,1,3,0,1,0,0,0,0,2,0
otu14802,0,0,0,0,0,0,2,0,0,0,1,2,0,1,0,0,0,1
otu14804,0,0,0,5,6,11,5,4,0,3,1,0,0,0,0,4,7,17
otu14805,1,0,2,0,0,1,1,0,1,2,4,1,5,2,3,2,6,0
otu14806,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,2,3,0
otu14807,0,0,0,0,0,0,1,2,0,0,0,4,1,0,0,1,0,0
otu14808,0,1,0,1,0,0,3,0,0,0,0,1,1,2,0,1,3,0
otu14809,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,2
otu1481,0,0,0,0,22,1,0,3,0,0,0,0,3,0,0,0,36,2
otu14810,0,0,0,0,0,0,1,0,0,1,8,0,0,0,0,4,2,1
otu14811,0,0,0,0,0,0,0,12,0,0,0,0,1,0,2,0,0,1
otu14812,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0
otu14813,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
otu14814,0,0,0,0,0,10,4,67,3,0,21,45,1,0,0,3,2,13
otu14815,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
otu14816,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,4
otu14817,0,0,3,0,0,4,2,35,0,0,0,0,0,1,8,0,0,0
otu14818,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,1
otu14819,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0
otu1482,1,0,1,8,2,6,0,1,0,0,5,8,0,0,0,10,3,6
otu14820,0,0,0,0,0,0,0,5,0,0,0,0,0,2,2,0,0,0
otu14821,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2
otu14822,0,0,0,0,0,0,4,7,4,2,0,1,0,0,0,0,0,2
otu14823,0,0,0,0,0,0,0,1,6,2,0,0,0,0,0,0,0,0
otu14824,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
otu14825,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu14826,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
otu14827,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu14828,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
otu14829,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
otu1483,0,0,1,0,0,0,18,23,660,7,0,0,0,0,0,0,0,0
otu14830,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1
otu14831,0,2,0,0,0,0,2,2,8,0,0,0,0,0,0,0,0,0
otu14832,4,0,0,0,0,0,5,3,3,0,0,0,0,1,1,0,3,0
otu14835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu14837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu1484,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
otu14846,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu14847,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu1485,0,0,0,0,0,16,0,24,0,0,0,0,0,0,0,0,0,28
otu14856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
otu14858,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14859,1,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0
otu1486,0,0,0,0,5,4,23,8,14,12,0,0,0,0,0,0,16,14
otu14860,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
otu14861,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu14862,0,0,0,1,0,0,1,1,3,0,2,3,0,0,2,8,4,0
otu14863,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu14864,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu14865,3,8,13,18,24,17,6,4,2,15,6,3,16,4,8,7,20,15
otu14868,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu1487,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu14872,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu14873,0,0,5,0,0,0,0,0,0,0,0,1,0,1,0,1,6,1
otu14874,0,0,1,0,3,0,1,5,10,0,5,0,0,0,0,0,2,0
otu14875,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
otu14876,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
otu14877,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
otu14878,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
otu14879,2,64,1,3,2,6,8,51,6,1,20,18,1,1,2,3,6,47
otu14880,0,0,0,0,0,0,0,2,4,1,2,1,0,0,0,1,2,0
otu14881,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,6,6
otu14882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu14883,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
otu14884,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu14885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu14886,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,2
otu14887,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,2
otu14889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
otu1489,0,0,0,0,2,0,0,1,5,0,2,0,1,2,1,1,2,0
otu14890,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0
otu14891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu14893,0,0,0,0,0,0,1,0,0,0,6,4,0,0,0,1,0,1
otu14896,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu14897,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu14898,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
otu14899,0,0,1,0,0,0,0,0,1,0,2,0,0,0,2,0,0,1
otu149,0,0,0,33,8,8,0,42,2,1,76,41,0,0,2,80,16,17
otu1490,1,0,0,0,0,0,0,0,0,0,0,0,3,13,4,0,0,0
otu14901,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
otu14902,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu14909,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu1491,0,0,0,4,1,4,0,40,13,0,7,4,0,0,0,9,4,5
otu14910,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14911,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu14912,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
otu14913,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu14914,1,0,1,0,0,0,2,0,0,1,1,0,0,2,4,0,0,1
otu14915,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
otu14919,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,5,0,1
otu1492,1,3,1,5,5,2,31,19,30,3,25,5,12,0,2,63,42,64
otu14920,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,3,1
otu14921,0,0,0,0,4,0,0,0,1,0,2,2,0,0,0,0,10,4
otu14922,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0
otu14923,0,0,0,0,0,0,2,0,1,0,3,9,0,0,0,0,1,6
otu14924,0,0,0,0,6,0,2,0,0,0,9,2,0,0,0,7,35,5
otu14925,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
otu14926,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,2,2
otu14927,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
otu14928,5,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0
otu14929,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0
otu1493,0,0,3,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0
otu14930,0,0,0,0,0,0,4,0,0,0,2,45,0,0,0,4,3,1
otu14931,1,0,0,0,0,0,0,0,0,0,0,3,5,1,0,0,0,0
otu14932,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,5
otu14933,0,0,0,0,0,0,0,1,0,0,0,4,0,0,4,0,0,0
otu14934,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu14935,0,0,2,0,0,0,3,0,0,0,0,1,1,0,1,0,0,0
otu14936,0,0,2,0,0,1,1,0,0,0,0,3,0,5,14,0,1,0
otu14937,1,0,0,0,0,0,0,4,0,0,0,0,3,0,2,0,0,5
otu14940,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu14941,7,0,1,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0
otu1495,4,20,15,1,2,5,17,1,1,9,12,15,82,19,11,11,8,9
otu14951,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,16,0,0
otu14957,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
otu14958,0,1,0,0,0,0,1,0,0,0,1,1,0,6,0,0,1,0
otu1496,1,89,20,4,6,0,17,1,0,1,12,6,4,1,1,39,18,49
otu14966,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,3
otu14968,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
otu14969,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,2
otu14971,0,0,2,0,0,0,0,0,0,1,4,1,1,0,0,0,1,0
otu14972,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0
otu14973,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
otu14974,0,0,0,0,0,0,1,0,0,0,0,0,9,0,1,0,0,0
otu14975,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
otu14976,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
otu14977,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
otu14978,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu14979,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
otu14980,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
otu14981,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
otu14982,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
otu14983,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
otu14984,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
otu14985,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu14986,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0
otu14987,1,0,1,0,1,0,0,0,0,0,0,0,19,5,0,0,0,0
otu14988,0,0,1,0,0,0,0,0,0,0,0,0,9,0,1,0,0,1
otu1499,6,22,7,0,1,0,9,2,0,2,3,0,7,8,15,1,5,5
otu14990,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu14991,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
otu14992,0,1,0,0,0,0,0,0,0,0,0,0,2,2,6,0,0,0
otu14993,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu14994,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
otu14995,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
otu14996,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0
otu14997,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
otu14998,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
otu14999,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0
otu15,68,4,55,36,30,31,33,44,41,69,51,14,80,1,12,28,23,34
otu150,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu1500,12,0,11,0,0,10,0,33,3,1,2,0,205,1,9,0,1,4
otu15000,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
otu15001,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
otu15002,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
otu15003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu15004,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu15005,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
otu15006,0,1,2,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0
otu15007,0,0,0,0,0,0,0,0,0,0,0,0,0,49,6,0,0,0
otu15008,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
otu15009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu1501,46,0,1,0,0,0,0,0,0,0,0,0,280,0,1,0,0,0
otu15010,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,0,0,0
otu15011,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
otu15012,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
otu15013,59,4,5,0,0,0,1,0,4,0,0,1,0,2,32,0,1,3
otu15014,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
otu15015,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
otu15016,1,0,2,1,1,0,8,1,1,2,0,5,4,22,4,0,0,2
otu15017,6,14,24,1,2,4,1,2,0,0,9,15,10,55,71,8,5,8
otu15018,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0
otu15019,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu1502,12,10,6,0,1,1,9,10,9,5,1,1,9,48,16,3,1,4
otu15020,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
otu15021,1,0,4,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0
otu15023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1
otu15024,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu15025,2,0,0,0,0,0,0,0,0,0,0,0,1,1,11,0,0,0
otu15026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
otu15027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu15028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0
otu15029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
otu1503,17,2,3,0,1,0,1,0,0,0,2,28,11,94,21,3,3,14
otu15030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu15031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu15036,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0
otu1504,1,0,1,0,0,0,5,3,6,2,0,2,4,4,7,1,1,2
otu15050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu15052,0,17,0,0,0,0,0,11,0,0,2,0,2,3,2,0,0,1
otu15056,2,3,1,14,1,4,0,0,0,4,2,1,1,0,1,9,5,1
otu1506,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu15061,0,1,0,0,4,0,27,0,0,0,17,53,0,0,0,28,34,37
otu15063,3,4,9,8,1,3,7,0,4,3,8,13,6,2,3,7,2,9
otu15065,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
otu15066,0,11,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
otu15068,1,37,7,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0
otu15069,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu1507,0,0,0,0,3,0,9,0,6,1,6,1,0,0,0,6,21,1
otu15072,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu15073,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu15075,0,0,0,7,15,9,0,11,0,0,0,0,0,0,0,9,26,7
otu15076,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu15077,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
otu15078,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1
otu15079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
